IPC,ÊýÁ¿
F23J9/00,79
F23J99/00,6
F23K1/00,2014
F23K3/00,3684
F23K5/00,1392
F23L1/00,1622
F23L11/00,135
F23L13/00,313
F23L15/00,5246
F23L17/00,336
F23L3/00,149
F23L5/00,303
F23L7/00,2795
F23L9/00,2501
F23L99/00,3
F23M11/00,267
F23M13/00,54
F23M3/00,11
F23M5/00,737
F23M7/00,435
F23M9/00,275
F23M99/00,8
F23N1/00,1422
F23N3/00,1385
F23N5/00,1846
F23Q1/00,17
F23Q11/00,4
F23Q13/00,695
F23Q2/00,142
F23Q21/00,267
F23Q23/00,146
F23Q25/00,145
F23Q3/00,1750
F23Q5/00,147
F23Q7/00,646
F23Q9/00,334
F23R3/00,807
F23R5/00,28
F23R7/00,97
F24B1/00,451
F24B13/00,895
F24B15/00,81
F24B3/00,130
F24B5/00,56
F24B7/00,328
F24B9/00,1301
F24C1/00,682
F24C11/00,511
F24C13/00,2470
F24C14/00,190
F24C15/00,6311
F24C3/00,4561
F24C5/00,388
F24C7/00,4754
F24C9/00,72
F24D1/00,169
F24D10/00,103
F24D11/00,1292
F24D12/00,72
F24D13/00,7143
F24D15/00,4285
F24D17/00,2212
F24D19/00,10779
F24D3/00,1356
F24D5/00,150
F24D7/00,139
F24D9/00,54
F24F1/00,36317
F24F11/00,24379
F24F12/00,6988
F24F13/00,16714
F24F3/00,1992
F24F5/00,33742
F24F6/00,2931
F24F7/00,10215
F24F9/00,1076
F24H1/00,4958
F24H3/00,2446
F24H4/00,102
F24H6/00,486
F24H7/00,2124
F24H8/00,1923
F24H9/00,24469
F24J1/00,352
F24J2/00,6586
F24J3/00,711
F25B1/00,8709
F25B11/00,95
F25B13/00,7809
F25B15/00,1032
F25B17/00,238
F25B19/00,181
F25B21/00,1196
F25B23/00,615
F25B25/00,731
F25B27/00,2864
F25B29/00,7114
F25B3/00,43
F25B30/00,1038
F25B31/00,3353
F25B33/00,446
F25B35/00,73
F25B37/00,400
F25B39/00,4685
F25B40/00,244
F25B41/00,8734
F25B43/00,8240
F25B45/00,1745
F25B47/00,2335
F25B49/00,3442
F25B5/00,391
F25B6/00,161
F25B7/00,1458
F25B9/00,1640
F25C1/00,2236
F25C3/00,70
F25C5/00,346
F25D1/00,2608
F25D11/00,13167
F25D13/00,1602
F25D15/00,383
F25D16/00,606
F25D17/00,310
F25D19/00,6415
F25D21/00,429
F25D23/00,9722
F25D25/00,1503
F25D27/00,2216
F25D29/00,18012
F25D3/00,1324
F25D31/00,5482
F25D5/00,69
F25D7/00,84
F25D9/00,155
F25J1/00,700
F25J3/00,688
F25J5/00,657
F26B1/00,2161
F26B11/00,2951
F26B13/00,1029
F26B15/00,863
F26B17/00,1446
F26B19/00,266
F26B20/00,888
F26B21/00,72780
F26B23/00,9148
F26B25/00,51829
F26B3/00,785
F26B5/00,1079
F26B7/00,1950
F26B9/00,843
F27B1/00,682
F27B11/00,246
F27B13/00,169
F27B14/00,1798
F27B15/00,341
F27B17/00,5920
F27B19/00,77
F27B21/00,636
F27B3/00,235
F27B5/00,504
F27B7/00,500
F27B9/00,415
F27D1/00,2691
F27D11/00,642
F27D13/00,1777
F27D15/00,162
F27D17/00,20108
F27D19/00,4837
F27D21/00,1974
F27D23/00,214
F27D23/02,83
F27D23/04,78
F27D25/00,1447
F27D27/00,1142
F27D3/00,4790
F27D5/00,2122
F27D7/00,259
F27D9/00,3855
F27D99/00,953
F28B1/00,695
F28B11/00,751
F28B3/00,173
F28B5/00,252
F28B7/00,315
F28B9/00,1428
F28C1/00,3926
F28C3/00,290
F28D1/00,897
F28D11/00,44
F28D13/00,164
F28D15/00,760
F28D17/00,117
F28D19/00,133
F28D20/00,3902
F28D21/00,5017
F28D3/00,185
F28D5/00,194
F28D7/00,5076
F28D9/00,5893
F28F1/00,2057
F28F11/00,1357
F28F13/00,731
F28F17/00,1105
F28F19/00,2283
F28F21/00,668
F28F23/00,143
F28F25/00,1963
F28F27/00,5823
F28F3/00,1262
F28F5/00,199
F28F7/00,402
F28F9/00,6551
F28F99/00,17
F28G1/00,184
F28G11/00,14
F28G13/00,613
F28G15/00,1641
F28G3/00,248
F28G5/00,23
F28G7/00,542
F28G9/00,3649
F41A1/00,10
F41A11/00,50
F41A13/00,14
F41A15/00,38
F41A17/00,95
F41A19/00,42
F41A21/00,150
F41A23/00,90
F41A25/00,60
F41A27/00,36
F41A29/00,266
F41A3/00,73
F41A31/00,479
F41A33/00,792
F41A35/00,284
F41A5/00,11
F41A7/00,18
F41A9/00,44
F41A99/00,2
F41B1/00,33
F41B11/00,243
F41B13/00,60
F41B15/00,1288
F41B3/00,28
F41B4/00,13
F41B5/00,236
F41B6/00,398
F41B7/00,133
F41B9/00,686
F41C23/00,36
F41C27/00,273
F41C3/00,163
F41C33/00,126
F41C7/00,152
F41C9/00,105
F41F1/00,819
F41F3/00,22
F41F5/00,22
F41F7/00,279
F41G1/00,329
F41G11/00,374
F41G3/00,203
F41G5/00,31
F41G7/00,120
F41G9/00,97
F41H1/00,287
F41H11/00,220
F41H13/00,810
F41H3/00,278
F41H5/00,157
F41H7/00,242
F41H9/00,12
F41J1/00,277
F41J1/12,9
F41J1/14,6
F41J1/18,1
F41J1/20,2
F41J11/00,39
F41J13/00,74
F41J2/00,10
F41J3/00,494
F41J5/00,182
F41J7/00,143
F41J9/00,83
F42B1/00,46
F42B10/00,79
F42B12/00,46
F42B14/00,32
F42B15/00,725
F42B17/00,6
F42B19/00,42
F42B21/00,5
F42B22/00,11
F42B23/00,18
F42B25/00,15
F42B27/00,45
F42B29/00,3
F42B3/00,275
F42B30/00,139
F42B33/00,442
F42B35/00,752
F42B39/00,411
F42B4/00,1709
F42B5/00,31
F42B6/00,77
F42B7/00,14
F42B8/00,42
F42B99/00,2
F42C1/00,14
F42C11/00,108
F42C13/00,31
F42C14/00,24
F42C15/00,118
F42C17/00,29
F42C19/00,125
F42C21/00,559
F42C3/00,7
F42C5/00,6
F42C7/00,12
F42C9/00,24
F42D1/00,2994
F42D3/00,965
F42D5/00,636
F42D7/00,4
F42D99/00,7
G01B1/00,318
G01B11/00,20755
G01B13/00,365
G01B15/00,880
G01B17/00,1663
G01B21/00,9854
G01B3/00,459
G01B5/00,22506
G01B7/00,3506
G01B9/00,159
G01C1/00,3628
G01C11/00,4739
G01C13/00,3330
G01C15/00,13623
G01C17/00,619
G01C19/00,692
G01C21/00,7982
G01C22/00,2925
G01C23/00,1272
G01C25/00,8725
G01C3/00,2558
G01C5/00,6708
G01C7/00,252
G01C9/00,6211
G01D1/00,122
G01D11/00,6498
G01D13/00,349
G01D15/00,63
G01D18/00,4653
G01D21/00,7140
G01D3/00,141
G01D4/00,587
G01D5/00,796
G01D7/00,742
G01D9/00,462
G01F1/00,2634
G01F11/00,373
G01F13/00,300
G01F15/00,6825
G01F17/00,985
G01F19/00,2056
G01F22/00,1659
G01F23/00,7823
G01F25/00,5765
G01F3/00,140
G01F5/00,238
G01F7/00,528
G01F9/00,947
G01G1/00,89
G01G11/00,1331
G01G13/00,871
G01G15/00,132
G01G17/00,1840
G01G19/00,2287
G01G21/00,2018
G01G23/00,3987
G01G3/00,329
G01G5/00,106
G01G7/00,146
G01G9/00,353
G01H1/00,1069
G01H11/00,312
G01H13/00,332
G01H15/00,76
G01H17/00,8832
G01H3/00,517
G01H5/00,500
G01H7/00,54
G01H9/00,4189
G01J1/00,2686
G01J11/00,1470
G01J3/00,383
G01J4/00,626
G01J5/00,10070
G01J7/00,37
G01J9/00,1130
G01K1/00,1576
G01K11/00,1001
G01K13/00,10327
G01K15/00,3175
G01K17/00,1309
G01K19/00,418
G01K3/00,171
G01K5/00,55
G01K7/00,3057
G01K9/00,7
G01L1/00,4319
G01L11/00,2397
G01L13/00,1088
G01L15/00,391
G01L17/00,1001
G01L19/00,5339
G01L21/00,805
G01L23/00,237
G01L25/00,3495
G01L27/00,3066
G01L3/00,2881
G01L5/00,14153
G01L7/00,495
G01L9/00,2745
G01M1/00,143
G01M10/00,4968
G01M11/00,5999
G01M13/00,34186
G01M15/00,4277
G01M17/00,18347
G01M19/00,2922
G01M19/02,22
G01M3/00,2561
G01M5/00,3605
G01M7/00,338
G01M9/00,1599
G01M99/00,14473
G01N1/00,931
G01N11/00,3838
G01N13/00,3050
G01N13/10,397
G01N13/12,66
G01N13/14,67
G01N13/16,196
G01N13/18,3
G01N13/20,2
G01N13/22,2
G01N13/24,11
G01N15/00,4146
G01N17/00,10430
G01N19/00,3239
G01N21/00,3575
G01N22/00,1093
G01N23/00,3228
G01N24/00,189
G01N25/00,4557
G01N27/00,7980
G01N29/00,748
G01N29/08,9
G01N29/10,75
G01N29/16,5
G01N29/18,29
G01N29/20,23
G01N3/00,4862
G01N30/00,1317
G01N30/48,172
G01N31/00,1444
G01N33/00,37062
G01N35/00,11985
G01N37/00,1370
G01N5/00,3840
G01N7/00,954
G01N9/00,2326
G01P1/00,2373
G01P11/00,86
G01P13/00,745
G01P15/00,1482
G01P21/00,1329
G01P3/00,1796
G01P5/00,2644
G01P7/00,107
G01P9/00,134
G01P9/04,326
G01Q10/00,117
G01Q20/00,12
G01Q30/00,73
G01Q40/00,44
G01Q60/00,114
G01Q70/00,25
G01Q80/00,25
G01Q90/00,8
G01R1/00,574
G01R11/00,1754
G01R13/00,1107
G01R15/00,2008
G01R17/00,128
G01R19/00,20672
G01R21/00,1956
G01R22/00,1695
G01R23/00,206
G01R25/00,2248
G01R27/00,277
G01R29/00,576
G01R3/00,605
G01R31/00,49950
G01R31/38,6656
G01R33/00,949
G01R35/00,6547
G01R5/00,21
G01R7/00,5
G01R9/00,1
G01S1/00,714
G01S11/00,182
G01S13/00,604
G01S15/00,232
G01S17/00,218
G01S19/00,82
G01S3/00,225
G01S5/00,1671
G01S7/00,256
G01T1/00,907
G01T3/00,552
G01T5/00,78
G01T7/00,1974
G01V1/00,2410
G01V11/00,2087
G01V13/00,1340
G01V15/00,369
G01V3/00,1882
G01V5/00,2345
G01V7/00,681
G01V8/00,506
G01V9/00,4791
G01V99/00,237
G01W1/00,1479
G02B1/00,4634
G02B11/00,10
G02B13/00,14163
G02B15/00,223
G02B17/00,296
G02B19/00,1979
G02B21/00,3306
G02B23/00,1900
G02B25/00,2008
G02B26/00,3142
G02B27/00,6974
G02B3/00,5498
G02B5/00,2908
G02B6/00,12682
G02B6/16,531
G02B6/17,37
G02B6/18,87
G02B6/20,41
G02B6/22,230
G02B7/00,7802
G02B9/00,53
G02C1/00,160
G02C11/00,5253
G02C13/00,2599
G02C3/00,235
G02C5/00,2913
G02C7/00,656
G02C9/00,1120
G02F1/00,1127
G02F2/00,475
G02F3/00,323
G02F7/00,242
G03B1/00,50
G03B11/00,1067
G03B13/00,145
G03B15/00,1468
G03B17/00,1031
G03B19/00,133
G03B21/00,7295
G03B23/00,83
G03B25/00,72
G03B27/00,198
G03B29/00,2785
G03B3/00,149
G03B31/00,522
G03B33/00,31
G03B35/00,661
G03B37/00,881
G03B39/00,262
G03B41/00,91
G03B42/00,79
G03B43/00,848
G03B5/00,2988
G03B7/00,327
G03B9/00,98
G03C1/00,245
G03C11/00,82
G03C3/00,286
G03C5/00,124
G03C7/00,93
G03C8/00,22
G03C9/00,18
G03D11/00,1
G03D13/00,198
G03D15/00,72
G03D17/00,72
G03D3/00,343
G03D5/00,34
G03D7/00,4
G03D9/00,11
G03F1/00,1865
G03F1/02,4
G03F1/04,4
G03F1/06,5
G03F1/08,427
G03F1/10,7
G03F1/12,2
G03F1/14,940
G03F1/16,127
G03F3/00,54
G03F5/00,70
G03F7/00,16613
G03F9/00,3230
G03G11/00,16
G03G13/00,453
G03G15/00,20252
G03G16/00,7
G03G17/00,20
G03G19/00,30
G03G21/00,3736
G03G5/00,308
G03G7/00,272
G03G8/00,42
G03G9/00,127
G03H1/00,514
G03H3/00,20
G03H5/00,29
G04B1/00,95
G04B11/00,68
G04B13/00,522
G04B15/00,195
G04B17/00,70
G04B18/00,41
G04B19/00,293
G04B21/00,93
G04B23/00,86
G04B25/00,115
G04B27/00,335
G04B29/00,76
G04B3/00,89
G04B31/00,87
G04B33/00,201
G04B35/00,58
G04B37/00,999
G04B39/00,410
G04B41/00,2
G04B43/00,120
G04B45/00,640
G04B47/00,4511
G04B49/00,23
G04B5/00,105
G04B7/00,11
G04B9/00,83
G04B99/00,7
G04C1/00,16
G04C10/00,718
G04C11/00,49
G04C13/00,31
G04C15/00,9
G04C17/00,190
G04C19/00,63
G04C21/00,95
G04C23/00,209
G04C3/00,1211
G04C5/00,70
G04C9/00,162
G04C99/00,1
G04D1/00,172
G04D3/00,414
G04D5/00,15
G04D7/00,350
G04D9/00,3
G04D99/00,1
G04F1/00,54
G04F10/00,749
G04F13/00,63
G04F3/00,28
G04F5/00,34
G04F7/00,30
G04F8/00,61
G04G1/00,737
G04G1/02,42
G04G1/04,90
G04G1/06,73
G04G1/08,4
G04G1/10,19
G04G11/00,300
G04G13/00,235
G04G15/00,924
G04G17/00,837
G04G19/00,1032
G04G21/00,834
G04G3/00,183
G04G5/00,745
G04G7/00,524
G04G9/00,1360
G04G99/00,35
G05B1/00,57
G05B11/00,209
G05B13/00,940
G05B15/00,545
G05B17/00,201
G05B19/00,696
G05B21/00,75
G05B23/00,568
G05B24/00,11
G05B5/00,12
G05B6/00,21
G05B7/00,11
G05B9/00,70
G05B99/00,11
G05D1/00,2611
G05D11/00,249
G05D13/00,193
G05D15/00,153
G05D16/00,450
G05D17/00,53
G05D19/00,96
G05D21/00,151
G05D22/00,155
G05D23/00,1454
G05D24/00,19
G05D25/00,131
G05D27/00,380
G05D29/00,62
G05D3/00,3650
G05D5/00,111
G05D7/00,567
G05D9/00,503
G05D99/00,7
G05F1/00,361
G05F3/00,41
G05F5/00,89
G05F7/00,107
G05G1/00,174
G05G1/14,72
G05G1/16,3
G05G1/20,3
G05G1/21,2
G05G1/24,3
G05G1/26,2
G05G1/28,7
G05G11/00,18
G05G13/00,34
G05G15/00,18
G05G17/00,28
G05G19/00,15
G05G21/00,98
G05G23/00,19
G05G25/00,82
G05G3/00,15
G05G5/00,189
G05G7/00,29
G05G9/00,39
G06C1/00,961
G06C11/00,3
G06C13/00,2
G06C15/00,14
G06C19/00,2
G06C21/00,1
G06C23/00,2
G06C25/00,9
G06C27/00,4
G06C29/00,16
G06C3/00,671
G06C5/00,13
G06C7/00,10
G06C9/00,8
G06D3/00,1
G06D7/00,2
G06E1/00,50
G06E3/00,59
G06F1/00,4370
G06F11/00,4833
G06F12/00,5221
G06F13/00,8062
G06F15/00,3102
G06F17/00,11113
G06F17/60,5468
G06F19/00,38466
G06F21/00,7009
G06F3/00,5771
G06F5/00,143
G06F7/00,1586
G06F7/54,395
G06F9/00,1296
G06G1/00,61
G06G3/00,4
G06G5/00,23
G06G7/00,28
G06J1/00,14
G06J3/00,5
G06K1/00,78
G06K11/00,92
G06K11/08,111
G06K11/10,11
G06K11/12,53
G06K11/14,29
G06K11/16,93
G06K11/18,625
G06K11/20,20
G06K13/00,127
G06K15/00,394
G06K17/00,34283
G06K19/00,1575
G06K21/00,8
G06K3/00,37
G06K5/00,394
G06K7/00,15264
G06K9/00,125799
G06M1/00,414
G06M11/00,496
G06M15/00,195
G06M3/00,211
G06M7/00,402
G06M9/00,164
G06N1/00,218
G06N3/00,7061
G06N5/00,379
G06N7/00,929
G06N99/00,1828
G06Q10/00,16007
G06Q20/00,1686
G06Q30/00,19088
G06Q40/00,7142
G06Q50/00,11844
G06Q90/00,787
G06Q99/00,295
G06T1/00,11043
G06T11/00,6936
G06T13/00,1600
G06T15/00,6031
G06T15/70,446
G06T17/00,14939
G06T17/40,434
G06T17/50,184
G06T19/00,7212
G06T3/00,6782
G06T5/00,29776
G06T7/00,42617
G06T9/00,3447
G07B1/00,812
G07B11/00,1455
G07B13/00,481
G07B15/00,1477
G07B17/00,446
G07B3/00,272
G07B5/00,380
G07B7/00,41
G07B9/00,15
G07C1/00,440
G07C11/00,2494
G07C13/00,743
G07C15/00,1678
G07C3/00,1350
G07C5/00,2611
G07C7/00,118
G07C9/00,43582
G07D1/00,242
G07D11/00,5690
G07D13/00,2422
G07D3/00,403
G07D5/00,398
G07D7/00,2362
G07D9/00,1416
G07F1/00,141
G07F11/00,9077
G07F13/00,1086
G07F15/00,3798
G07F17/00,8222
G07F19/00,8866
G07F5/00,85
G07F7/00,924
G07F9/00,2008
G07G1/00,6229
G07G3/00,157
G07G5/00,1060
G08B1/00,72
G08B13/00,3769
G08B15/00,931
G08B17/00,5711
G08B19/00,5847
G08B21/00,6619
G08B23/00,770
G08B25/00,4808
G08B26/00,97
G08B27/00,509
G08B29/00,733
G08B3/00,323
G08B31/00,630
G08B5/00,352
G08B6/00,481
G08B7/00,243
G08B9/00,59
G08C13/00,36
G08C15/00,310
G08C17/00,2553
G08C19/00,9365
G08C21/00,120
G08C23/00,371
G08C25/00,883
G08G1/00,8759
G08G3/00,859
G08G5/00,2195
G08G7/00,13
G08G9/00,30
G08G99/00,5
G09B1/00,141
G09B11/00,1617
G09B13/00,47
G09B15/00,2569
G09B17/00,168
G09B19/00,14771
G09B21/00,959
G09B23/00,1812
G09B25/00,8680
G09B27/00,268
G09B29/00,3430
G09B3/00,114
G09B5/00,1846
G09B7/00,1301
G09B9/00,11132
G09C1/00,1083
G09C3/00,9
G09C5/00,241
G09D1/00,20
G09D3/00,149
G09F1/00,155
G09F11/00,493
G09F13/00,3826
G09F15/00,11759
G09F17/00,1515
G09F19/00,2055
G09F21/00,260
G09F23/00,4465
G09F25/00,1413
G09F27/00,7132
G09F3/00,1605
G09F5/00,482
G09F7/00,3917
G09F9/00,22641
G09G1/00,155
G09G3/00,6662
G09G5/00,7790
G10B1/00,11
G10B3/00,43
G10C1/00,249
G10C3/00,906
G10C5/00,8
G10C9/00,341
G10D1/00,1364
G10D11/00,152
G10D13/00,498
G10D15/00,67
G10D17/00,48
G10D3/00,1813
G10D7/00,854
G10D9/00,1226
G10F1/00,103
G10F3/00,40
G10F5/00,146
G10G1/00,147
G10G3/00,29
G10G5/00,1978
G10G7/00,2737
G10H1/00,2935
G10H3/00,47
G10H5/00,165
G10H7/00,699
G10K1/00,44
G10K11/00,346
G10K13/00,41
G10K15/00,163
G10K3/00,18
G10K5/00,339
G10K7/00,65
G10K9/00,104
G10L11/00,512
G10L13/00,736
G10L15/00,2934
G10L17/00,1776
G10L19/00,5835
G10L21/00,964
G11B11/00,206
G11B13/00,51
G11B15/00,246
G11B17/00,263
G11B19/00,309
G11B20/00,2215
G11B21/00,90
G11B23/00,204
G11B25/00,10
G11B27/00,1898
G11B3/00,60
G11B31/00,3044
G11B33/00,2536
G11B5/00,685
G11B7/00,10918
G11B7/16,13
G11B7/18,3
G11B7/20,13
G11B9/00,114
G11C11/00,398
G11C13/00,2162
G11C14/00,248
G11C15/00,114
G11C16/00,422
G11C17/00,171
G11C19/00,400
G11C21/00,21
G11C23/00,22
G11C25/00,1
G11C27/00,45
G11C29/00,1807
G11C5/00,674
G11C7/00,1853
G11C8/00,374
G11C99/00,2
G12B1/00,32
G12B11/00,221
G12B13/00,86
G12B15/00,523
G12B17/00,177
G12B21/00,59
G12B21/02,112
G12B21/04,28
G12B21/06,55
G12B21/08,80
G12B21/10,9
G12B21/12,4
G12B21/20,61
G12B21/22,44
G12B21/24,6
G12B3/00,137
G12B5/00,1395
G12B7/00,46
G12B9/00,342
G21B1/00,139
G21B1/02,15
G21B3/00,98
G21C1/00,68
G21C11/00,39
G21C13/00,109
G21C15/00,170
G21C17/00,2017
G21C19/00,212
G21C21/00,229
G21C23/00,41
G21C3/00,60
G21C5/00,49
G21C7/00,114
G21C9/00,440
G21D1/00,419
G21D3/00,539
G21D5/00,11
G21D7/00,17
G21D9/00,85
G21F1/00,175
G21F3/00,1156
G21F5/00,475
G21F7/00,346
G21F9/00,450
G21G1/00,104
G21G4/00,65
G21G5/00,19
G21G7/00,7
G21H1/00,74
G21H3/00,7
G21H5/00,59
G21H7/00,4
G21J1/00,4
G21J3/00,3
G21J5/00,3
G21K1/00,644
G21K3/00,115
G21K4/00,348
G21K5/00,573
G21K7/00,62
G99Z99/00,19
H01B1/00,1381
H01B11/00,4538
H01B12/00,1043
H01B13/00,22789
H01B15/00,1593
H01B17/00,958
H01B19/00,2499
H01B3/00,715
H01B5/00,1698
H01B7/00,11383
H01B9/00,10872
H01C1/00,283
H01C10/00,541
H01C11/00,31
H01C13/00,282
H01C17/00,1575
H01C3/00,487
H01C7/00,1605
H01C8/00,19
H01F1/00,849
H01F10/00,84
H01F13/00,2835
H01F17/00,2510
H01F19/00,180
H01F21/00,101
H01F27/00,5353
H01F29/00,820
H01F3/00,657
H01F30/00,377
H01F36/00,152
H01F37/00,1689
H01F38/00,906
H01F41/00,7660
H01F5/00,1483
H01F6/00,813
H01F7/00,875
H01G13/00,5353
H01G15/00,39
H01G17/00,74
H01G2/00,788
H01G4/00,4233
H01G5/00,91
H01G7/00,108
H01G9/00,3940
H01H1/00,528
H01H11/00,3937
H01H13/00,443
H01H15/00,156
H01H17/00,115
H01H19/00,256
H01H21/00,246
H01H21/62,6
H01H21/64,7
H01H21/66,2
H01H21/68,8
H01H21/70,4
H01H21/72,3
H01H21/74,4
H01H21/76,7
H01H21/78,32
H01H21/80,229
H01H21/82,56
H01H21/84,24
H01H23/00,209
H01H25/00,952
H01H27/00,377
H01H29/00,97
H01H3/00,312
H01H31/00,965
H01H33/00,182
H01H33/62,23
H01H35/00,229
H01H36/00,1849
H01H37/00,186
H01H39/00,306
H01H41/00,1
H01H43/00,138
H01H45/00,196
H01H47/00,1692
H01H49/00,1165
H01H5/00,32
H01H50/00,864
H01H51/00,176
H01H53/00,54
H01H55/00,12
H01H57/00,96
H01H59/00,596
H01H61/00,79
H01H63/00,5
H01H65/00,4
H01H67/00,9
H01H69/00,1027
H01H7/00,54
H01H71/00,1428
H01H73/00,139
H01H75/00,38
H01H77/00,23
H01H79/00,64
H01H81/00,25
H01H83/00,460
H01H85/00,348
H01H87/00,36
H01H89/00,616
H01H9/00,2118
H01J1/00,66
H01J11/00,217
H01J11/04,3
H01J13/00,22
H01J15/00,8
H01J17/00,66
H01J19/00,23
H01J21/00,37
H01J23/00,395
H01J25/00,38
H01J27/00,33
H01J29/00,193
H01J3/00,23
H01J31/00,91
H01J33/00,36
H01J35/00,152
H01J37/00,173
H01J40/00,15
H01J41/00,17
H01J43/00,30
H01J45/00,36
H01J47/00,52
H01J49/00,802
H01J5/00,8
H01J61/00,1371
H01J63/00,83
H01J65/00,765
H01J7/00,46
H01J9/00,2545
H01K1/00,146
H01K11/00,8
H01K13/00,5
H01K3/00,395
H01K5/00,52
H01K7/00,68
H01K9/00,126
H01L21/00,15376
H01L23/00,3612
H01L25/00,4956
H01L27/00,2308
H01L29/00,432
H01L31/00,1019
H01L33/00,29580
H01L35/00,451
H01L37/00,229
H01L39/00,121
H01L41/00,196
H01L43/00,343
H01L45/00,4977
H01L47/00,52
H01L49/00,715
H01L51/00,5660
H01L51/20,379
H01M10/00,1764
H01M10/40,6811
H01M12/00,144
H01M14/00,2329
H01M16/00,499
H01M2/00,1712
H01M4/00,499
H01M6/00,4410
H01M8/00,3068
H01P1/00,469
H01P11/00,2271
H01P3/00,652
H01P5/00,636
H01P7/00,566
H01P9/00,115
H01Q1/00,2561
H01Q11/00,31
H01Q13/00,728
H01Q15/00,2886
H01Q17/00,1497
H01Q19/00,258
H01Q21/00,9640
H01Q23/00,3848
H01Q25/00,484
H01Q3/00,1023
H01Q5/00,2069
H01Q7/00,3129
H01Q9/00,154
H01R101/00,84
H01R103/00,405
H01R105/00,71
H01R107/00,390
H01R11/00,979
H01R12/00,533
H01R12/02,273
H01R13/00,1326
H01R24/00,13127
H01R24/02,1491
H01R24/04,545
H01R24/06,443
H01R24/08,79
H01R24/10,351
H01R24/12,75
H01R24/14,72
H01R24/16,123
H01R24/18,37
H01R25/00,2447
H01R27/00,13160
H01R29/00,538
H01R3/00,153
H01R31/00,562
H01R33/00,566
H01R35/00,2881
H01R39/00,194
H01R4/00,462
H01R41/00,1218
H01R43/00,7729
H01R9/00,2505
H01S1/00,156
H01S3/00,3146
H01S4/00,103
H01S5/00,3074
H01T1/00,148
H01T11/00,2
H01T13/00,188
H01T14/00,97
H01T15/00,143
H01T19/00,831
H01T2/00,86
H01T21/00,127
H01T23/00,2543
H01T4/00,281
H01T7/00,27
H01T9/00,8
H02B1/00,2409
H02B11/00,83
H02B13/00,1909
H02B15/00,1189
H02B3/00,11192
H02B5/00,517
H02B7/00,812
H02G1/00,5406
H02G11/00,2141
H02G13/00,3441
H02G15/00,879
H02G3/00,816
H02G5/00,3320
H02G7/00,4298
H02G9/00,652
H02H1/00,2970
H02H11/00,2668
H02H3/00,2582
H02H5/00,954
H02H6/00,86
H02H7/00,2042
H02H9/00,2293
H02H99/00,4
H02J1/00,2500
H02J11/00,653
H02J13/00,29236
H02J15/00,2994
H02J17/00,6877
H02J3/00,16803
H02J4/00,696
H02J5/00,2328
H02J7/00,110638
H02J9/00,2945
H02K1/00,222
H02K11/00,7768
H02K13/00,2505
H02K15/00,9235
H02K16/00,2609
H02K17/00,180
H02K19/00,195
H02K21/00,759
H02K23/00,828
H02K24/00,163
H02K25/00,55
H02K26/00,103
H02K27/00,34
H02K29/00,2920
H02K3/00,574
H02K31/00,36
H02K33/00,1091
H02K35/00,446
H02K37/00,657
H02K39/00,49
H02K41/00,158
H02K44/00,89
H02K47/00,31
H02K49/00,328
H02K5/00,5129
H02K51/00,1745
H02K53/00,1938
H02K55/00,392
H02K57/00,336
H02K7/00,5386
H02K9/00,1935
H02M1/00,14626
H02M11/00,121
H02M3/00,3344
H02M5/00,1019
H02M7/00,8637
H02M9/00,324
H02N1/00,433
H02N10/00,154
H02N11/00,8093
H02N13/00,319
H02N15/00,2405
H02N2/00,2303
H02N3/00,394
H02N6/00,8848
H02N99/00,11
H02P1/00,166
H02P11/00,30
H02P13/00,763
H02P15/00,246
H02P17/00,62
H02P19/00,9
H02P21/00,4083
H02P23/00,1774
H02P25/00,114
H02P27/00,556
H02P29/00,2330
H02P3/00,181
H02P31/00,135
H02P4/00,143
H02P5/00,960
H02P5/04,3
H02P5/05,4
H02P5/06,35
H02P5/08,1
H02P5/12,2
H02P5/14,3
H02P5/16,41
H02P5/162,3
H02P5/165,15
H02P5/168,2
H02P5/17,36
H02P5/172,5
H02P5/175,5
H02P5/20,2
H02P5/22,1
H02P5/24,2
H02P5/28,86
H02P5/32,1
H02P5/34,17
H02P5/36,15
H02P5/40,141
H02P5/402,50
H02P5/405,3
H02P5/408,41
H02P5/41,75
H02P5/412,5
H02P5/418,3
H02P5/44,1
H02P6/00,1859
H02P7/00,1569
H02P7/01,1
H02P7/04,3
H02P7/05,17
H02P7/36,196
H02P7/38,12
H02P7/40,34
H02P7/42,16
H02P7/44,4
H02P7/46,4
H02P7/48,12
H02P7/52,166
H02P7/54,38
H02P7/56,6
H02P7/58,44
H02P7/60,2
H02P7/62,596
H02P7/622,288
H02P7/625,34
H02P7/628,137
H02P7/63,243
H02P7/632,9
H02P7/635,4
H02P7/638,10
H02P7/64,3
H02P7/66,1
H02P7/67,35
H02P7/68,18
H02P7/69,2
H02P7/695,2
H02P7/74,52
H02P7/747,5
H02P7/753,4
H02P7/80,3
H02P8/00,655
H02P9/00,2128
H03B1/00,153
H03B11/00,4
H03B13/00,7
H03B15/00,34
H03B17/00,10
H03B19/00,250
H03B21/00,45
H03B23/00,39
H03B25/00,13
H03B27/00,56
H03B28/00,309
H03B29/00,132
H03B5/00,81
H03B7/00,17
H03B9/00,1
H03C1/00,46
H03C3/00,98
H03C5/00,85
H03C7/00,28
H03D1/00,99
H03D11/00,3
